,Sig 1,Sig 2,Sig 3,Sig 4,Sig 5,Sig 6,Sig 7,Sig 8,Sig 9,Sig 10,Sig 11,Sig 12,Sig 13,Sig 14,Sig 15,Sig 16,Sig 17,Sig 18,Sig 19
Bladder.TCC..SP1419,0.979591836734694,0,0,0,0,0,0.0204081632653061,0,0,0,0,0,0,0,0,0,0,0,0
Bladder.TCC..SP1009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bladder.TCC..SP1724,0.442307692307692,0.442307692307692,0,0,0,0,0.115384615384615,0,0,0,0,0,0,0,0,0,0,0,0
Bladder.TCC..SP96136,0.631868131868132,0.236263736263736,0,0,0,0,0.131868131868132,0,0,0,0,0,0,0,0,0,0,0,0
Bladder.TCC..SP967,0.846153846153846,0.153846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bladder.TCC..SP1781,0.421875,0.203125,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0
Bladder.TCC..SP1174,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bladder.TCC..SP953,0.715447154471545,0.154471544715447,0,0,0,0,0.130081300813008,0,0,0,0,0,0,0,0,0,0,0,0
Bladder.TCC..SP1377,0.515151515151515,0.272727272727273,0,0,0,0,0.212121212121212,0,0,0,0,0,0,0,0,0,0,0,0
Bladder.TCC..SP1365,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bladder.TCC..SP1491,0.620689655172414,0.379310344827586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Benign..SP116536,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Benign..SP116539,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Benign..SP116545,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Benign..SP116548,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Benign..SP116550,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Benign..SP116553,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Benign..SP116559,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Benign..SP116562,0.666666666666667,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Benign..SP116564,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Benign..SP116571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Epith..SP116419,0.545454545454545,0.454545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Epith..SP116383,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Epith..SP116385,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Epith..SP116440,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Epith..SP116450,0.764705882352941,0.235294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Epith..SP116493,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Epith..SP116391,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Epith..SP116401,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Epith..SP116409,0.769230769230769,0.230769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Epith..SP116416,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Epith..SP116424,0.666666666666667,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Osteosarc..SP116515,0.413793103448276,0.103448275862069,0,0,0,0.482758620689655,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Osteosarc..SP116499,0.380952380952381,0.619047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Osteosarc..SP116505,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Osteosarc..SP116509,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Osteosarc..SP116437,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Osteosarc..SP116512,0.958333333333333,0.0416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Osteosarc..SP116465,0.818181818181818,0.181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Osteosarc..SP116496,0.857142857142857,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Osteosarc..SP116525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Osteosarc..SP116481,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Osteosarc..SP116586,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Osteosarc..SP116528,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Osteosarc..SP116589,0.655737704918033,0.180327868852459,0,0,0,0.163934426229508,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Osteosarc..SP116406,0.7,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Osteosarc..SP116484,0.666666666666667,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Osteosarc..SP116453,0.6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Osteosarc..SP116469,0.666666666666667,0.1875,0,0,0,0.145833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Osteosarc..SP116578,0.836734693877551,0.163265306122449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Osteosarc..SP116531,0.666666666666667,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Osteosarc..SP116593,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Osteosarc..SP116487,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Osteosarc..SP116456,0.272727272727273,0,0.727272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Osteosarc..SP116472,0.818181818181818,0.181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Osteosarc..SP116518,0.98780487804878,0.0121951219512195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Osteosarc..SP116412,0.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Osteosarc..SP116534,0.555555555555556,0.444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Osteosarc..SP116596,0.785714285714286,0.214285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Osteosarc..SP116490,0.884615384615385,0,0.115384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Osteosarc..SP116459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Osteosarc..SP116475,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Osteosarc..SP116520,0.942857142857143,0.0571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Osteosarc..SP116431,0.58974358974359,0.205128205128205,0,0,0,0.205128205128205,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Osteosarc..SP116582,0.78125,0.21875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Osteosarc..SP116599,0.857142857142857,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Osteosarc..SP116478,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Osteosarc..SP116462,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bone.Osteosarc..SP116523,0.923076923076923,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117956,0.636363636363636,0.363636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117975,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP2149,0.780821917808219,0.219178082191781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117402,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117378,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP116947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117369,0.158730158730159,0,0,0,0,0,0.841269841269841,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117079,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117344,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP118074,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117598,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117312,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP118038,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117552,0.6,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP118073,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117933,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP118012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117812,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117370,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP116991,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117629,0.786516853932584,0.213483146067416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP124199,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP124195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117850,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117614,0.716417910447761,0.283582089552239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP116948,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117409,0.747826086956522,0.252173913043478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117593,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117372,0.428571428571429,0,0,0,0,0,0.571428571428571,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP118077,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117840,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117363,0.735294117647059,0.264705882352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117887,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP116946,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117901,0.525,0.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117454,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP124197,0.922330097087379,0,0,0,0,0,0.0776699029126214,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117919,0.944444444444445,0,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117983,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117676,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117011,0.2,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117057,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117728,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117618,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117257,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP116963,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117078,0.8,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117944,0.573170731707317,0.426829268292683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117639,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117834,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117785,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117882,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117032,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117710,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117538,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP124207,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP117724,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP124193,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP2293,0.09375,0,0,0,0,0,0.90625,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP2357,0.79,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP2144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP2145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP2147,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP2146,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP2148,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP2150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP2152,0.714285714285714,0,0.285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP2349,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP2155,0.728260869565217,0.271739130434783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP2154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP2158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP2156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP2159,0.266666666666667,0,0,0,0,0,0.733333333333333,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP2153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP2160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP2151,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP116341,0.741071428571428,0.258928571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP116331,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP116351,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP116371,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP116361,0.785714285714286,0,0,0,0,0,0.214285714285714,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP116343,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP116333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP116373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP116363,0.714285714285714,0.285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP116353,0.885714285714286,0,0,0,0,0,0.114285714285714,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP116345,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP116365,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP116375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP116335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP116355,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP116347,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP116367,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP116339,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP116349,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP116357,0.926829268292683,0.0731707317073171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP116359,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP116369,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP116377,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP116379,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP7692,0.780487804878049,0,0,0,0,0,0.219512195121951,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP5052,0.755905511811024,0.244094488188976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP7785,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP3415,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breast.AdenoCA..SP2799,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
